#   alpha(t) = 18 + 10*sin(omega*t) deg
#   k = 0.07,  chord = 0.25 m,  U = 10 m/s,  omega = k*2*U/chord = 5.6 rad/s
#   T = 1.1220 s,  dt = 0.005 s,  802 samples,  t = 0 .. 4.005 s (3.57 cycles)
#   cycles 1 and 2 are converged; cycle 3 is truncated.
t_s,alpha_deg,Cl_oye,Cl_iag
3.07,8.037609521,0.8578470945,0.8149594069
3.075,8.017255557,0.8609086871,0.8199653029
3.08,8.00472899,0.8641950488,0.8253411055
3.085,8.000034943,0.8677471876,0.8310847878
3.09,8.003182806,0.8715993762,0.8371692896
3.095,8.014167458,0.8757784367,0.8433718085
3.1,8.032979506,0.8803057075,0.8497408032
3.105,8.059605291,0.8851973414,0.8563067913
3.11,8.094023468,0.8904652596,0.8630903959
3.115,8.136210132,0.8960185647,0.8701018095
3.12,8.186126008,0.9017221928,0.8732380867
3.125,8.243736946,0.9075434804,0.8775382638
3.13,8.308996842,0.9134691358,0.8829269409
3.135,8.381851909,0.9194846749,0.8893330693
3.14,8.462250066,0.9255755544,0.8967111707
3.145,8.550123864,0.9317255616,0.905000031
3.15,8.645405857,0.9379189014,0.9141367674
3.155,8.748020912,0.944139123,0.9240635037
3.16,8.857890481,0.9503701925,0.9347213507
3.165,8.974926626,0.9565958381,0.9460532665
3.17,9.099036286,0.9628004432,0.9580033422
3.175,9.230126399,0.9689691067,0.9705144167
3.18,9.368088536,0.9750870466,0.9835385084
3.185,9.512819391,0.9811410308,0.9970193505
3.19,9.664203704,0.9871180654,1.010911942
3.195,9.8221228,0.993006587,1.025165081
3.2,9.986452883,0.9987957478,1.039736152
3.205,10.15706589,1.00447607,1.054577589
3.21,10.3338252,1.00975275,1.069652557
3.215,10.5165968,1.014379621,1.084913969
3.22,10.70523467,1.018342137,1.100328207
3.225,10.89959026,1.021674275,1.115859151
3.23,11.09951417,1.024407268,1.131466508
3.235,11.30484588,1.02659905,1.147087574
3.24,11.51542573,1.029600978,1.162717581
3.245,11.73108896,1.033365846,1.17832911
3.25,11.95166992,1.037806392,1.193880558
3.255,12.17698846,1.042786241,1.209302187
3.26,12.40687385,1.048171878,1.224545479
3.265,12.64114507,1.054008603,1.239729047
3.27,12.87961515,1.060243607,1.254651546
3.275,13.12210052,1.066830635,1.269278526
3.28,13.3684108,1.073144794,1.283529997
3.285,13.61834962,1.079122901,1.297409773
3.29,13.87172403,1.084894419,1.311076164
3.295,14.1283368,1.090475321,1.324554086
3.3,14.38798302,1.095485568,1.337868333
3.305,14.65046207,1.099926472,1.3509202
3.31,14.91556733,1.10389936,1.363705277
3.315,15.18308876,1.107449174,1.376350641
3.32,15.45281805,1.109277606,1.388855577
3.325,15.72454688,1.109183908,1.401219606
3.33,15.99805669,1.107934713,1.413410425
3.335,16.27313914,1.105650067,1.425392866
3.34,16.54957226,1.097907782,1.437144399
3.345,16.82714261,1.087140441,1.448500991
3.35,17.10563504,1.073775172,1.458911538
3.355,17.38482585,1.050480604,1.468960881
3.36,17.66450161,1.025729299,1.47861743
3.365,17.94443862,0.9996520877,1.48741889
3.37,18.22442003,0.9698676467,1.495159149
3.375,18.50422385,0.9344631433,1.502342463
3.38,18.78363323,0.8957238793,1.503914118
3.385,19.06242789,0.8539105654,1.498865724
3.39,19.34039268,0.8293457031,1.492805958
3.395,19.61730221,0.8081364632,1.485606551
3.4,19.89294645,0.7874120474,1.478935242
3.405,20.16710683,0.7694138288,1.471473455
3.41,20.43956649,0.7592695355,1.462781549
3.415,20.71011711,0.7503987551,1.454160571
3.42,20.97853842,0.7426521778,1.453557849
3.425,21.24462893,0.7358976603,1.451996565
3.43,21.50817349,0.7300179601,1.449402332
3.435,21.76896889,0.7249093056,1.445936799
3.44,22.02681024,0.7204799056,1.441669822
3.445,22.28149092,0.7166483998,1.43627429
3.45,22.53281798,0.713342905,1.387363791
3.455,22.78059333,0.7104996443,1.341319561
3.46,23.02461892,0.7080623507,1.297962785
3.465,23.26470519,0.7059812546,1.257128954
3.47,23.50066432,0.7042123079,1.219114304
3.475,23.73231189,0.7027166486,1.183949113
3.48,23.9594652,0.7014599442,1.151413918
3.485,24.18194666,0.700411737,1.121305943
3.49,24.39958039,0.6995453835,1.093438983
3.495,24.61219735,0.6988371015,1.067640424
3.5,24.81963191,0.6982661486,1.043751001
3.505,25.02172184,0.6978140473,1.021624207
3.51,25.21830663,0.6974645257,1.001125693
3.515,25.4092292,0.6972033978,0.9821304679
3.52,25.59434782,0.6970179081,0.9645229578
3.525,25.7735088,0.6968970299,0.948197186
3.53,25.94657726,0.6968309283,0.9330542088
3.535,26.11341488,0.6968109608,0.9190039635
3.54,26.27389188,0.6968295574,0.9059621692
3.545,26.42788703,0.6968799829,0.8938512206
3.55,26.57527227,0.6969571114,0.8826000094
3.555,26.71593318,0.6970633268,0.8721420169
3.56,26.84976391,0.697193563,0.8624156713
3.565,26.97665687,0.6973410845,0.8533645868
3.57,27.09650962,0.6975001693,0.8449363112
3.575,27.20923335,0.6976656318,0.8370822668
3.58,27.31473758,0.6978332996,0.8297575712
3.585,27.41293862,0.697999239,0.8229206204
3.59,27.50376306,0.6981603503,0.8165329099
3.595,27.58713406,0.6983137131,0.8105589151
3.6,27.66299014,0.6984570026,0.8049657345
3.605,27.73127154,0.6985880136,0.7997223735
3.61,27.79192703,0.6987050772,0.7948006392
3.615,27.84490027,0.6988064647,0.7901743054
3.62,27.89015711,0.6988909245,0.7858184576
3.625,27.92766168,0.6989572644,0.7817101479
3.63,27.95738324,0.6990043521,0.7778288126
3.635,27.97929961,0.6990312934,0.7741547823
3.64,27.99339371,0.6990373135,0.7706695199
3.645,27.99965187,0.6990215182,0.7673562169
3.65,27.99806727,0.698983252,0.7641992569
3.655,27.98864844,0.6989219189,0.7610275745
3.66,27.97139879,0.698836863,0.7578269243
3.665,27.946332,0.6987274885,0.7546236515
3.67,27.91346513,0.6985931993,0.7514372468
3.675,27.87282892,0.6984333992,0.7482820749
3.68,27.8244524,0.6982475519,0.7451682091
3.685,27.76837996,0.6980351806,0.742102623
3.69,27.70464063,0.6977955103,0.7390896678
3.695,27.6332976,0.6975281239,0.736132741
3.7,27.55440208,0.6972323656,0.7332332134
3.705,27.46801727,0.6969076395,0.7303917408
3.71,27.37420974,0.6965533495,0.7276081443
3.715,27.27305122,0.6961688399,0.7248820066
3.72,27.16462368,0.6957535744,0.7222117782
3.725,27.0490159,0.695306778,0.7195954919
3.73,26.92630984,0.6948279142,0.7170308828
3.735,26.79660455,0.6943163276,0.7145147324
3.74,26.66000589,0.6937713027,0.7120435834
3.745,26.51661973,0.6931923032,0.7096123695
3.75,26.36655364,0.6925722957,0.707216382
3.755,26.20993057,0.6919045448,0.7048501968
3.76,26.04687005,0.6911883354,0.7025079727
3.765,25.87750356,0.690422833,0.7001833916
3.77,25.70195745,0.689607203,0.6978704333
3.775,25.52037687,0.6887404919,0.6955630183
3.78,25.33289842,0.6878218651,0.6932548881
3.785,25.13967579,0.6868504286,0.6909406781
3.79,24.94084898,0.6858254075,0.6886149645
3.795,24.73658534,0.6847458482,0.686273098
3.8,24.52704197,0.683611095,0.6839103103
3.805,24.31238108,0.6824203134,0.6815226078
3.81,24.09276488,0.6811727285,0.6791065931
3.815,23.8683778,0.6798678041,0.6766593456
3.82,23.63939229,0.6785048842,0.6741778255
3.825,23.40598424,0.6770834923,0.6716597676
3.83,23.16833634,0.6756032109,0.669103086
3.835,22.92663815,0.6740635633,0.66650635
3.84,22.68107748,0.6724644303,0.6638683677
3.845,22.431849,0.6708055735,0.6611880064
3.85,22.17914224,0.6690868735,0.6584643722
3.855,21.92316212,0.6673084497,0.6556974649
3.86,21.66410329,0.6654704213,0.6528868675
3.865,21.40217578,0.6635730267,0.6500325799
3.87,21.13757767,0.661616683,0.6471347213
3.875,20.8705241,0.6596019268,0.6441941261
3.88,20.60121657,0.6575293541,0.6412111521
3.885,20.32987365,0.6553997993,0.6381866932
3.89,20.05669682,0.6547674537,0.6351217628
3.895,19.78191489,0.6621633172,0.6320178509
3.9,19.50573278,0.6694806218,0.6288760304
3.905,19.22837246,0.6767256856,0.6259234548
3.91,18.95004908,0.6964728832,0.6231958866
3.915,18.67097779,0.7260546684,0.6204240918
3.92,18.39138229,0.7549415827,0.6176427007
3.925,18.11148114,0.7832966447,0.6233735085
3.93,17.83148949,0.8053071499,0.6326377392
3.935,17.55163444,0.8264695406,0.6428203583
3.94,17.27212773,0.8470320702,0.653870225
3.945,16.99319305,0.8641809225,0.6705134511
3.95,16.71504555,0.8764429092,0.6900888085
3.955,16.43790721,0.8887661695,0.711815834
3.96,16.16199147,0.8983569145,0.7310128808
3.965,15.88752032,0.9049876332,0.743242979
3.97,15.61470037,0.9109477401,0.7545015216
3.975,15.3437553,0.9163348675,0.764652431
3.98,15.07488832,0.9190245271,0.774053812
3.985,14.80831799,0.9204714894,0.7839680314
3.99,14.54424751,0.9211358428,0.7942935824
3.995,14.2828869,0.9211451411,0.8040953875
4,14.02444108,0.9201655984,0.8191038966
4.005,14.02444108,0.9316771626,0.8300306797
